DATE,T_mean,T_min,T_max,Po_mean,Po_min,Po_max,P_mean,P_min,P_max,Pa_mean,Pa_min,Pa_max,U_mean,U_min,U_max,Ff_mean,Ff_min,Ff_max,ff10_mean,ff10_min,ff10_max,ff3_mean,ff3_min,ff3_max,Tn_mean,Tn_min,Tn_max,Tx_mean,Tx_min,Tx_max,Td_mean,Td_min,Td_max,RRR_sum
2021-01-31,-11.675,-19.8,-3.8,743.225,736.9,749.8,766.95,759.7,774.1,-1.6,-2.5,0.1,80.75,66.0,92.0,2.75,2,3,0.0,0.0,0.0,6.5,4.0,8.0,-23.575,-23.9,-21.3,-10.275,-17.1,-3.4,-14.425,-21.4,-7.2,1.8
2021-02-01,-16.8125,-20.7,-7.6,742.6,736.9,746.5,766.1875,759.8,770.8,1.2,0.0,2.6,87.375,74.0,97.0,3.125,1,4,0.0,0.0,0.0,8.375,7.0,9.0,-19.428571428571427,-21.7,-18.2,-3.4,-3.4,-3.4,-18.4625,-21.8,-8.0,12.7
2021-02-02,-20.2,-23.9,-17.1,745.2,744.4,746.1,769.4875,768.7,770.5,-0.225,-0.8,0.4,60.25,49.0,76.0,3.625,3,5,0.0,0.0,0.0,8.125,6.0,10.0,-23.85,-24.1,-22.3,-16.342857142857145,-16.7,-14.8,-26.1,-28.0,-24.2,0.2
2021-02-03,-17.8,-21.2,-13.8,744.05,743.3,745.0,768.0875,767.2,769.1,-0.1375,-1.1,0.3,49.75,40.0,54.0,3.25,2,5,0.0,0.0,0.0,9.428571428571429,8.0,10.0,-22.4,-24.1,-21.5,-14.975,-16.5,-13.7,-25.8625,-28.9,-23.7,0.0
2021-02-04,-14.3875,-21.4,-9.2,742.95,739.3,745.3,766.7625,762.6,769.3,-0.5375000000000001,-2.1,1.0,47.375,36.0,57.0,2.625,2,4,0.0,0.0,0.0,8.2,6.0,10.0,-22.01428571428572,-22.1,-21.5,-11.025,-13.7,-8.1,-23.375,-27.9,-17.3,0.0
2021-02-05,-6.15,-11.1,-0.8,735.2625,733.9,737.3,758.0125,756.4,760.3,-0.375,-2.2,1.2,71.875,60.0,97.0,2.625,0,6,0.0,0.0,0.0,9.142857142857142,6.0,10.0,-11.66,-13.8,-10.6,-3.325,-8.1,-0.5,-10.6,-14.9,-6.6,0.0
2021-02-06,-10.1375,-13.3,-6.4,740.725,736.3,745.6,763.825,759.1,768.9,1.1625,0.0,1.8,83.125,64.0,97.0,2.25,1,3,0.0,0.0,0.0,5.625,4.0,7.0,-13.425,-16.6,-12.7,-2.05,-4.8,-0.5,-12.6,-16.0,-8.5,2.0
2021-02-07,-15.875,-19.0,-11.7,747.8875,746.1,749.5,771.6875,769.6,773.6,0.4375,-0.4,0.9,79.375,46.0,94.0,1.5,0,5,0.0,0.0,0.0,8.0,4.0,10.0,-19.387500000000003,-19.6,-18.3,-7.15,-11.3,-4.8,-18.9875,-21.0,-16.3,0.0
2021-02-08,-15.9,-20.7,-12.6,749.075,747.7,750.1,773.05,771.4,774.1,-0.175,-1.2,0.6,77.875,60.0,93.0,1.625,0,3,0.0,0.0,0.0,5.333333333333333,3.0,6.0,-21.428571428571427,-21.6,-20.7,-11.7125,-12.4,-11.3,-19.0625,-21.8,-16.8,0.0
2021-02-09,-7.625,-14.4,-2.4,743.3,742.0,746.5,766.5875,765.0,770.2,-0.7125,-2.7,0.3,67.75,58.0,87.0,3.125,1,5,0.0,0.0,0.0,8.125,4.0,10.0,-16.2,-16.4,-15.2,-5.9750000000000005,-12.4,-1.8,-12.725,-19.6,-8.0,0.0
2021-02-10,-6.0375,-7.2,-3.1,742.9875,741.2,744.7,765.8375,763.9,767.6,0.3374999999999999,-0.6,1.0,87.75,77.0,98.0,2.25,1,3,0.0,0.0,0.0,5.875,4.0,8.0,-11.0875,-14.6,-10.2,-2.175,-2.9,-1.8,-7.8,-9.0,-6.1,0.0
2021-02-11,1.425,-5.9,6.3,740.5625,737.7,744.4,763.0124999999999,759.9,767.3,-0.7125,-2.5,1.2,56.25,38.0,80.0,4.0,2,7,0.0,0.0,0.0,9.428571428571429,4.0,16.0,-7.616666666666667,-7.7,-7.2,3.357142857142857,-2.9,6.8,-6.8125,-9.6,-1.5,0.0
2021-02-12,0.925,-4.4,4.4,744.1375,740.5,746.8,766.375,762.5,769.4,0.975,0.3,1.6,75.375,54.0,91.0,3.25,1,7,0.0,0.0,0.0,12.571428571428571,7.0,16.0,-1.9714285714285715,-5.1,0.7,6.325,4.8,6.8,-3.1875,-5.9,-0.6,0.0
2021-02-13,-2.45,-6.5,2.4,745.45,743.5,746.9,768.0375,766.0,769.4,-0.05,-1.2,1.8,91.25,84.0,100.0,2.25,0,5,0.0,0.0,0.0,7.625,4.0,10.0,-5.175000000000001,-6.6,-4.9,3.975,2.6,4.8,-3.7,-8.0,1.4,0.0
2021-02-14,-9.675,-12.1,-6.9,745.2125,744.1,746.5,768.3375,767.5,769.2,-0.2875,-1.1,0.2,73.125,57.0,99.0,3.375,2,4,0.0,0.0,0.0,8.375,6.0,9.0,-10.0,-12.1,-6.9,-3.2,-6.3,2.6,-13.8125,-18.4,-7.8,0.0
2021-02-15,-13.375,-15.4,-10.9,741.025,739.9,742.9,764.5,763.3,766.3,-0.45,-1.2,0.6,56.875,45.0,73.0,2.125,1,5,0.0,0.0,0.0,7.5,5.0,8.0,-16.375,-17.0,-13.5,-9.0125,-10.5,-7.0,-20.3,-21.1,-18.7,0.0
2021-02-16,-15.2875,-18.0,-13.0,740.9875000000001,739.6,742.1,764.625,763.3,765.9,0.175,-0.6,0.9,59.5,48.0,83.0,2.875,1,5,0.0,0.0,0.0,8.125,4.0,10.0,-18.0375,-18.2,-17.0,-11.3625,-12.7,-10.5,-21.575,-23.0,-20.2,0.0
2021-02-17,-14.6,-17.7,-12.2,742.925,741.8,744.1,766.65,765.4,767.8,0.275,-0.1,0.8,65.625,53.0,84.0,3.625,2,5,0.0,0.0,0.0,9.875,9.0,10.0,-17.914285714285715,-18.2,-17.8,-12.414285714285716,-12.8,-12.0,-19.7375,-24.8,-14.9,0.2
2021-02-18,-10.075,-16.8,-5.6,742.475,737.3,745.8,765.85,760.3,769.5,-0.8500000000000001,-2.7,0.6,47.5,31.0,70.0,3.0,1,5,0.0,0.0,0.0,9.0,4.0,12.0,-17.55,-17.8,-17.5,-8.1875,-12.0,-4.8,-19.725,-21.8,-18.3,0.2
2021-02-19,-1.0625,-6.4,4.7,730.2125,726.3,736.1,752.4875,748.3,758.8,-1.7,-3.4,0.8,47.75,40.0,51.0,5.25,3,8,0.0,0.0,0.0,13.333333333333334,10.0,16.0,-7.9,-9.5,-7.5,0.9875,-4.8,4.8,-10.85,-16.1,-4.8,0.0
2021-02-20,-5.0875,-7.4,-2.6,733.25,732.2,734.5,755.65,754.6,756.9,-0.035416666666666596,-0.95,0.9,69.125,35.0,94.0,2.375,1,3,0.0,0.0,0.0,9.5,6.0,14.0,-7.475,-7.6,-6.8,2.8666666666666667,-1.8,4.8,-10.5125,-16.0,-5.3,2.0
2021-02-21,-5.2125,-9.4,-1.6,734.6125,732.4,739.8,757.15,754.8,762.6,-0.035416666666666596,-0.95,0.9,75.5,60.0,89.0,2.5,0,4,0.0,0.0,0.0,7.0,5.0,8.0,-7.1375,-9.6,-6.2,-1.4,-1.8,-1.1,-9.0,-11.0,-7.3,0.0
2021-02-22,-9.175,-12.4,-7.3,744.9,740.7,748.1,768.0625,763.4,771.6,0.775,0.4,1.2,57.75,44.0,84.0,3.625,2,6,0.0,0.0,0.0,10.4,7.0,13.0,-10.625,-14.4,-9.6,-4.08,-6.9,-1.1,-16.2375,-18.7,-9.5,0.0
2021-02-23,-12.6,-15.8,-9.3,749.7875,748.6,751.0,773.45,772.1,774.7,0.1625,-1.1,1.1,50.125,38.0,61.0,2.625,1,4,0.0,0.0,0.0,7.875,6.0,11.0,-16.375,-16.8,-14.4,-7.525,-8.7,-6.9,-21.0125,-22.4,-19.5,0.0
2021-02-24,-5.2625,-11.5,-0.1,746.6625,744.4,749.2,769.8375,767.4,772.7,-0.525,-2.2,0.6,39.5,28.0,48.0,3.0,2,4,0.0,0.0,0.0,7.0,4.0,8.0,-15.028571428571428,-16.8,-14.1,-3.425,-8.7,0.7,-17.175,-20.9,-13.5,0.0
2021-02-25,-7.5125,-10.8,-5.2,749.0,746.5,750.4,772.1125,769.3,773.5,0.525,-0.9,1.7,54.25,41.0,83.0,2.25,1,4,0.0,0.0,0.0,7.0,5.0,8.0,-12.114285714285716,-12.3,-11.5,-0.2875,-3.9,0.7,-15.525,-17.5,-12.9,0.0
2021-02-26,-3.85,-8.6,0.3,748.7125,748.0,749.5,771.7,771.1,772.5,-0.0875,-1.2,0.9,48.25,28.0,61.0,2.125,2,3,0.0,0.0,0.0,5.0,5.0,5.0,-9.9125,-12.3,-8.8,-0.9875,-3.9,1.4,-13.675,-16.1,-11.2,0.0
2021-02-27,4.814285714285714,-3.1,9.1,743.842857142857,742.0,747.5,766.0714285714286,764.0,770.2,-0.6833333333333332,-2.1,0.6,34.285714285714285,24.0,48.0,5.0,3,7,0.0,0.0,0.0,13.833333333333334,5.0,18.0,-5.05,-8.8,-3.9,6.785714285714286,1.4,9.4,-10.05714285714286,-12.6,-7.4,0.0
2021-02-28,-3.175,-9.5,4.6,748.3,744.0,752.8,770.8375,765.9,776.2,1.275,0.4,1.9,75.125,44.0,96.0,3.0,1,4,0.0,0.0,0.0,12.75,9.0,18.0,-4.775,-9.5,-0.3,8.871428571428572,6.5,9.4,-7.3875,-13.4,-2.7,12.6
2021-03-01,-10.2375,-13.7,-8.2,751.5749999999999,749.3,753.8,775.0375,772.9,777.4,-0.5428571428571428,-2.5,0.8,47.875,37.0,64.0,2.875,1,4,0.0,0.0,0.0,8.857142857142858,8.0,10.0,-11.5,-14.9,-10.1,-6.0600000000000005,-8.0,-4.2,-19.425,-22.0,-14.6,0.5
2021-03-02,-7.8,-15.6,-2.7,747.675,744.9,749.2,771.0375,767.8,772.8,-0.55,-1.2,0.3,44.0,27.0,70.0,1.75,1,3,0.0,0.0,0.0,6.5,4.0,8.0,-16.82857142857143,-17.0,-15.8,-4.9,-8.3,-2.0,-18.7,-20.4,-16.3,0.0
2021-03-03,1.025,-4.5,4.3,739.9625,737.7,743.5,762.35,759.9,766.3,-0.6875,-2.1,1.1,63.125,38.0,74.0,4.25,2,6,0.0,0.0,0.0,13.571428571428571,7.0,16.0,-7.659999999999999,-10.5,-5.0,1.7625000000000002,-2.0,4.4,-5.4875,-16.7,0.1,0.0
2021-03-04,5.7,2.9,9.2,737.5625,736.0,739.3,759.3625000000001,757.6,761.2,-0.1,-1.6,1.3,61.375,51.0,72.0,5.375,4,8,0.0,0.0,0.0,16.125,13.0,18.0,1.2,1.2,1.2,7.2375,4.4,9.4,-1.3125,-3.4,0.7,0.0
2021-03-05,-8.2125,-12.3,3.2,750.85,740.5,757.0,773.8,762.4,780.7,2.3,1.0,4.6,62.875,48.0,97.0,4.0,2,6,0.0,0.0,0.0,12.5,11.0,18.0,-8.6625,-12.3,1.2,9.4,9.4,9.4,-14.3375,-20.2,0.9,8.6
2021-03-06,-10.5125,-16.4,-7.0,755.9125,752.6,758.5,779.6875,776.1,782.5,-0.55,-2.0,0.9,51.75,31.0,86.0,1.75,1,3,0.0,0.0,0.0,5.375,4.0,9.0,-16.575000000000003,-17.1,-13.2,-6.771428571428571,-8.1,-6.1,-19.15,-21.7,-16.7,0.0
2021-03-07,-4.175,-11.0,1.3,749.3125,747.9,751.6,772.425,770.8,775.0,-0.475,-1.4,1.0,41.625,34.0,53.0,3.125,1,5,0.0,0.0,0.0,7.714285714285714,4.0,10.0,-13.400000000000002,-17.1,-11.9,-1.7125,-6.1,2.2,-15.525,-18.9,-12.5,0.0
2021-03-08,2.3375000000000004,-2.9,6.7,745.8375,742.8,748.6,768.2125,764.9,771.2,-0.75,-2.4,0.0,36.25,26.0,60.0,3.25,2,4,0.0,0.0,0.0,7.5,6.0,10.0,-5.114285714285714,-11.1,-3.4,5.1875,2.2,7.7,-11.5,-16.2,-4.8,0.0
2021-03-09,1.575,-4.1,5.6,745.2,741.4,750.0,767.425,763.4,772.6,0.9,-1.0,2.0,49.25,24.0,70.0,4.625,0,7,0.0,0.0,0.0,14.0,11.0,15.0,-1.7125,-4.1,0.1,7.2875,6.6,7.7,-8.725,-14.6,-4.0,0.0
2021-03-10,3.75,-5.0,9.7,746.125,742.8,750.1,768.45,764.9,772.6,-0.7875,-2.8,0.6,50.625,24.0,83.0,2.75,1,5,0.0,0.0,0.0,9.857142857142858,6.0,13.0,-5.928571428571429,-6.0,-5.5,8.3,6.6,10.4,-6.9625,-13.6,4.3,0.0
2021-03-11,4.2,0.0,9.1,746.6875,744.6,748.1,768.7875,766.5,770.4,0.55,-0.9,1.3,74.75,48.0,100.0,1.875,1,3,0.0,0.0,0.0,8.166666666666666,5.0,11.0,-0.7285714285714285,-3.9,-0.2,10.0125,9.2,10.4,-0.525,-4.9,3.6,0.0
2021-03-12,3.225,-1.9,8.9,747.6875,746.5,748.9,769.925,768.7,771.2,-0.1999999999999999,-1.7,0.7,72.875,53.0,95.0,1.875,0,3,0.0,0.0,0.0,5.375,4.0,6.0,-1.975,-2.1,-1.3,9.2,9.2,9.2,-1.525,-2.8,0.0,0.0
2021-03-13,3.8125,-2.1,9.1,744.15,742.6,745.7,766.2875,764.5,767.9,-0.4875,-1.7,0.3,61.375,32.0,95.0,1.5,0,3,0.0,0.0,0.0,6.166666666666667,4.0,7.0,-2.8875,-3.1,-2.1,9.475,9.2,9.8,-4.175,-7.3,-0.3,0.0
2021-03-14,7.3875,2.1,12.0,740.05,735.8,742.8,761.8625,757.3,764.8,-0.85,-2.1,0.4,53.875,43.0,62.0,2.75,2,4,0.0,0.0,0.0,6.5,5.0,8.0,0.4125,-3.1,1.6,11.175,9.8,12.5,-1.5499999999999998,-4.6,0.2,0.0
2021-03-15,3.5375,-1.0,8.3,734.525,731.8,737.1,756.2,753.1,759.3,0.1624999999999999,-2.5,2.3,53.375,33.0,97.0,5.125,3,7,0.0,0.0,0.0,16.285714285714285,12.0,18.0,1.05,-1.0,4.9,11.3875,8.6,12.5,-5.7125,-12.6,1.3,1.6
2021-03-16,-1.4500000000000002,-5.2,2.0,742.1375,738.0,745.0,764.5625,760.2,767.7,1.1,0.2,2.2,40.125,21.0,63.0,3.625,1,6,0.0,0.0,0.0,13.5,12.0,16.0,-3.95,-5.2,-2.2,4.828571428571428,3.0,8.6,-14.1125,-18.1,-11.2,0.0
2021-03-17,0.5375,-5.5,6.5,746.2125,745.0,747.3,768.7,767.5,769.7,0.2875,-0.8,1.1,38.75,19.0,62.0,1.5,0,3,0.0,0.0,0.0,6.2,3.0,10.0,-6.0875,-6.2,-5.4,5.2,3.0,7.1,-13.2125,-15.8,-9.9,0.0
2021-03-18,1.1375,-6.1,7.1,746.8125,745.9,747.4,769.275,768.4,769.9,-0.1857142857142857,-1.1,0.2,51.375,29.0,81.0,1.5,0,3,0.0,0.0,0.0,5.571428571428571,4.0,6.0,-6.125,-6.2,-6.1,7.3625,7.1,7.7,-8.85,-10.3,-7.0,0.0
2021-03-19,2.8625,-4.9,8.0,744.6625,742.6,746.4,766.9,764.5,768.7,-0.525,-1.2,0.5,52.5,32.0,87.0,2.125,1,4,0.0,0.0,0.0,5.625,4.0,7.0,-5.3,-6.1,-5.0,8.125,7.7,8.6,-6.6,-8.0,-5.7,0.0
2021-03-20,1.4,-0.1,2.5,737.45,735.5,740.5,759.475,757.6,762.4,-0.8875,-2.1,0.3,84.375,53.0,100.0,2.375,1,4,0.0,0.0,0.0,6.25,5.0,7.0,-0.8250000000000001,-5.0,1.1,6.76,3.5,8.6,-1.35,-6.1,1.9,13.7
2021-03-21,-0.3624999999999999,-1.7,1.7,737.475,735.1,739.6,759.7375,757.2,762.0,0.5125000000000001,-0.4,1.3,82.625,51.0,100.0,3.75,2,7,0.0,0.0,0.0,9.5,6.0,13.0,-1.5375,-1.7,-0.7,2.3375,2.0,2.6,-3.2875,-7.5,-0.7,17.4
2021-03-22,2.8125,-3.9,7.4,737.6625,733.9,739.9,759.8,755.5,762.2,-0.7125,-2.0,0.6,54.25,34.0,81.0,3.25,2,5,0.0,0.0,0.0,8.666666666666666,7.0,10.0,-3.928571428571429,-4.1,-3.1,5.275,2.5,7.9,-6.2625,-8.3,-3.7,0.0
2021-03-23,7.8125,3.3,12.3,734.4875,733.1,736.0,756.0625,754.8,757.6,0.2624999999999999,-0.6,1.2,46.625,35.0,60.0,3.75,2,5,0.0,0.0,0.0,10.5,9.0,12.0,2.433333333333333,-0.9,3.1,10.325,7.9,12.4,-3.1625,-6.4,-0.6,0.0
2021-03-24,7.075,2.5,12.6,739.9,736.6,741.6,761.5875,758.2,763.6,0.6,-0.8,2.1,48.125,26.0,68.0,2.625,1,4,0.0,0.0,0.0,8.5,8.0,9.0,2.05,1.8,3.1,12.7875,12.4,13.2,-4.0125,-7.3,-0.6,0.0
2021-03-25,9.1,5.9,14.5,739.975,737.7,743.7,761.5875,759.4,765.4,0.5857142857142856,-1.0,2.4,41.25,17.0,66.0,3.5,1,8,0.0,0.0,0.0,12.2,7.0,16.0,2.5375,1.8,5.7,14.0,13.2,14.8,-4.2125,-10.3,0.0,0.0
2021-03-26,9.6125,1.2,15.9,739.875,736.5,744.0,761.45,757.9,765.7,-0.8875,-2.6,0.3,56.375,28.0,87.0,3.25,1,6,0.0,0.0,0.0,11.428571428571429,5.0,14.0,0.7714285714285714,0.7,1.2,15.3875,14.8,16.0,0.4125000000000001,-4.0,4.5,0.3
2021-03-27,10.9625,7.6,15.2,734.175,731.2,736.2,755.425,752.5,757.4,-0.675,-1.7,0.3,64.375,48.0,78.0,3.75,1,6,0.0,0.0,0.0,13.166666666666666,13.0,14.0,7.028571428571429,0.7,9.3,15.925,15.8,16.0,4.3375,2.5,6.0,0.1
2021-03-28,7.1,4.2,9.1,727.275,725.6,729.6,748.5375,746.9,750.7,-0.475,-1.6,1.0,77.75,63.0,86.0,3.375,2,5,0.0,0.0,0.0,8.857142857142858,5.0,13.0,5.25,4.2,6.3,13.1,9.5,15.8,3.4,-2.4,5.7,0.0
2021-03-29,5.875,2.4,9.6,729.5875,727.5,733.3,751.1125,748.9,754.9,0.7375,0.1,1.9,53.0,35.0,75.0,4.625,1,6,0.0,0.0,0.0,14.0,14.0,14.0,2.4875,2.4,3.1,9.65,8.4,10.2,-3.45,-5.6,1.0,0.0
2021-03-30,6.925,0.1,11.9,736.7375,734.5,738.1,758.425,756.2,759.7,0.6000000000000001,-0.6,1.8,53.375,28.0,96.0,1.875,0,3,0.0,0.0,0.0,8.125,5.0,11.0,0.0125,0.0,0.1,11.6,10.2,13.1,-3.35,-6.0,-0.2,0.0
2021-03-31,10.75,5.2,16.8,740.425,738.4,743.6,761.9625,760.0,765.1,0.6875,-0.1,1.7,37.0,18.0,50.0,3.375,2,5,0.0,0.0,0.0,7.714285714285714,5.0,10.0,3.175,0.0,4.1,15.4625,13.1,17.3,-4.1625,-7.7,-1.6,0.0
2021-04-01,12.0125,3.8,17.7,744.125,742.2,746.0,765.625,763.4,767.6,-0.175,-1.6,0.9,40.125,19.0,64.0,2.375,1,3,0.0,0.0,0.0,7.75,7.0,10.0,2.4375,1.9,4.3,17.85,17.3,18.4,-2.1,-6.2,-0.1,0.0
2021-04-02,13.9,9.9,16.4,742.0,741.1,743.9,763.2375,762.3,765.3,0.2125,-0.6,1.3,40.0,32.0,63.0,3.875,2,6,0.0,0.0,0.0,11.625,6.0,15.0,9.628571428571428,1.9,11.2,17.787499999999998,16.9,18.4,0.175,-1.9,3.2,0.0
2021-04-03,5.9,0.7,8.6,746.7,745.0,748.0,768.5625,766.4,769.9,0.375,-0.9,1.6,30.375,18.0,48.0,3.375,1,6,0.0,0.0,0.0,12.5,10.0,14.0,4.225,0.0,8.1,15.014285714285714,10.0,16.9,-10.925,-14.4,-2.3,0.0
2021-04-04,5.8625,-4.2,11.5,745.0875,743.3,746.7,767.1625,765.4,768.9,-0.3875,-1.7,0.5,30.75,17.0,64.0,1.75,0,3,0.0,0.0,0.0,6.285714285714286,3.0,8.0,-3.983333333333333,-4.3,-2.5,10.775,9.3,12.2,-11.7875,-13.6,-10.0,0.0
2021-04-05,12.5125,5.7,19.1,740.8,738.1,743.5,762.225,759.4,765.1,-0.425,-1.8,1.2,25.75,12.0,37.0,4.25,2,8,0.0,0.0,0.0,11.714285714285714,8.0,14.0,5.1,5.1,5.1,16.45,12.2,19.9,-7.449999999999999,-11.0,-4.8,0.0
2021-04-06,7.625,0.8,13.4,742.8375,741.0,744.1,764.4875,762.4,765.9,0.4625,-0.8,1.6,35.875,16.0,82.0,3.375,1,6,0.0,0.0,0.0,12.25,10.0,14.0,-0.3625,-0.8,2.2,18.3875,13.9,19.9,-8.9125,-13.6,-1.9,0.0
2021-04-07,3.4625,-1.7,6.9,746.45,743.5,748.9,768.5875,765.5,771.1,-0.075,-2.0,2.3,24.625,14.0,44.0,3.5,2,5,0.0,0.0,0.0,10.125,10.0,11.0,-1.8571428571428568,-2.1,-0.8,12.0375,7.7,13.9,-15.9375,-20.7,-11.2,0.0
2021-04-08,3.15,-1.4,7.8,745.9125,743.2,747.1,768.1,765.3,769.5,0.45,-0.7,2.0,28.125,16.0,45.0,2.75,0,5,0.0,0.0,0.0,9.75,8.0,11.0,-3.0625,-3.2,-2.1,8.025,7.7,8.4,-14.7625,-19.8,-11.1,0.0
2021-04-09,5.8875,-3.5,12.3,748.5,747.6,749.6,770.75,769.8,772.0,0.15,-1.3,1.3,27.25,13.0,53.0,1.625,1,2,0.0,0.0,0.0,5.25,3.0,9.0,-3.8125,-3.9,-3.2,10.925,8.4,13.3,-13.15,-15.4,-11.7,0.0
2021-04-10,12.9,6.3,18.5,746.1125,744.1,747.9,767.7125,765.6,769.7,-0.45,-1.7,0.6,25.375,18.0,34.0,3.5,2,5,0.0,0.0,0.0,8.428571428571429,5.0,11.0,2.35,-3.9,5.3,16.3875,13.3,18.8,-6.7625,-12.3,-1.1,0.0
2021-04-11,14.5875,10.8,18.8,744.2,743.5,744.9,765.5,764.8,766.2,-0.15,-0.9,0.3,37.5,30.0,45.0,5.25,3,8,0.0,0.0,0.0,13.625,9.0,16.0,9.4875,6.1,10.7,18.9,18.8,19.0,0.1249999999999999,-1.6,2.3,0.0
2021-04-12,8.9375,-1.7,16.2,739.9125,737.5,742.4,761.3125,758.6,763.6,-0.2625,-1.4,2.9,56.0,24.0,94.0,5.0,4,7,0.0,0.0,0.0,17.285714285714285,13.0,19.0,7.25,-1.7,11.0,18.2625,17.1,19.0,-1.1625,-4.4,4.3,18.0
2021-04-13,0.4125,-4.7,3.7,740.6875,738.1,742.1,762.9375,760.2,764.6,-0.4125,-1.2,0.6,50.0,25.0,89.0,3.625,2,6,0.0,0.0,0.0,11.125,10.0,15.0,-4.514285714285714,-4.7,-3.4,7.875,4.5,17.1,-10.175,-14.7,-6.1,12.3
2021-04-14,4.9125,0.6,9.3,737.7125,736.6,738.6,759.6625,758.7,760.5,-0.0749999999999999,-1.3,1.6,31.625,13.0,58.0,3.375,1,5,0.0,0.0,0.0,11.0,10.0,12.0,0.0833333333333333,-2.0,0.5,7.45,4.5,9.8,-11.825,-17.7,-6.9,0.0
2021-04-15,12.5,5.4,18.8,734.125,731.9,736.6,755.4625,753.1,758.2,-0.575,-2.0,1.0,26.125,20.0,31.0,3.875,2,7,0.0,0.0,0.0,13.333333333333334,5.0,16.0,2.675,0.5,5.2,15.55,9.8,19.4,-6.55,-10.7,-1.6,0.0
2021-04-16,6.1375,4.0,9.0,731.15,729.7,733.6,752.5625,750.9,755.4,0.0875,-1.8,2.3,53.25,23.0,72.0,6.25,4,8,0.0,0.0,0.0,16.875,15.0,18.0,3.5125,2.7,5.7,17.183333333333334,11.4,19.4,-3.3875,-11.0,0.3,3.7
2021-04-17,3.55,0.2,6.1,737.8875,734.2,741.1,759.8,755.9,763.3,0.9375,0.4,1.8,72.75,51.0,91.0,1.875,0,3,0.0,0.0,0.0,10.125,6.0,16.0,2.3875,0.2,2.7,7.916666666666667,7.0,9.0,-1.15,-5.9,2.9,0.8
2021-04-18,8.175,-1.5,15.0,738.225,734.1,741.4,760.0125,755.4,763.3,-0.875,-2.4,0.4,55.25,25.0,96.0,2.625,0,4,0.0,0.0,0.0,7.571428571428571,6.0,9.0,-2.028571428571429,-2.1,-1.6,11.6625,7.0,15.7,-2.1375,-4.9,1.1,0.3
2021-04-19,13.575,8.7,20.8,735.6625,732.1,741.9,756.8375,753.3,763.2,0.975,-1.8,3.0,31.25,23.0,41.0,3.125,2,5,0.0,0.0,0.0,9.875,8.0,12.0,5.871428571428572,0.0,7.3,19.05,15.7,21.7,-3.5,-8.2,-0.5,0.0
2021-04-20,11.225,1.4,16.3,743.8125,742.7,745.1,765.3375,764.2,766.6,0.1249999999999999,-1.3,1.5,25.875,13.0,57.0,1.75,1,3,0.0,0.0,0.0,7.6,5.0,12.0,2.071428571428572,1.2,7.1,20.0375,17.4,21.7,-9.3375,-12.2,-5.5,0.0
2021-04-21,18.6875,11.6,25.5,741.4875,739.9,742.3,762.5625,760.8,763.6,-0.075,-1.7,1.4,26.0,17.0,37.0,4.125,2,7,0.0,0.0,0.0,11.0,6.0,14.0,9.385714285714286,1.2,11.3,22.3375,17.4,26.0,-1.6875,-8.7,5.0,0.0
2021-04-22,17.1,13.8,22.3,742.7125,742.0,743.5,763.7,762.8,764.5,0.15,-1.0,0.8,34.0,23.0,55.0,3.5,1,7,0.0,0.0,0.0,12.75,11.0,14.0,12.95,11.6,13.4,24.9875,22.6,26.0,0.5749999999999998,-6.4,7.0,0.5
2021-04-23,11.6125,10.5,12.8,747.0375,744.8,748.1,768.525,766.0,769.8,0.575,-0.6,1.4,76.375,51.0,93.0,1.125,1,2,0.0,0.0,0.0,7.5,3.0,13.0,10.7,10.4,11.9,20.8,15.4,22.6,7.4,2.1,9.7,4.7
2021-04-24,7.3125,1.2,11.4,749.225,747.8,750.9,771.15,769.5,772.9,0.2125,-1.3,1.8,58.5,20.0,96.0,3.0,0,6,0.0,0.0,0.0,9.857142857142858,5.0,11.0,5.637499999999999,1.1,9.0,12.7875,11.6,13.3,-1.825,-10.8,8.9,0.0
2021-04-25,9.9375,-1.5,17.1,747.325,745.0,749.5,769.2375,766.5,771.6,-0.6000000000000001,-2.4,0.5,30.875,13.0,65.0,1.875,1,3,0.0,0.0,0.0,9.375,4.0,12.0,-1.5166666666666668,-1.6,-1.1,15.125,11.6,17.9,-8.925,-11.5,-6.3,0.0
2021-04-26,15.6125,8.3,21.2,739.7125,736.7,743.8,760.8874999999999,757.8,765.3,-1.0125,-2.4,0.2,22.125,10.0,36.0,3.75,2,5,0.0,0.0,0.0,8.428571428571429,5.0,11.0,3.0571428571428574,-1.6,4.9,20.125,17.9,22.4,-7.399999999999999,-12.2,-1.1,0.0
2021-04-27,12.15,9.9,15.8,734.9,733.5,736.6,755.9625,754.8,757.5,-0.3125,-1.4,0.7,63.5,44.0,84.0,3.875,2,6,0.0,0.0,0.0,13.166666666666666,12.0,14.0,9.525,4.9,11.0,21.0,17.1,22.4,5.0625,1.5,7.4,2.9
2021-04-28,10.1125,6.9,12.8,734.4875,734.1,735.1,755.825,755.3,756.6,-3.469446951953614e-18,-0.7,0.7,33.0,14.0,63.0,4.5,1,9,0.0,0.0,0.0,15.428571428571429,9.0,19.0,6.8,6.6,8.2,15.825,13.7,17.1,-7.225,-14.1,1.4,1.2
